age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
46,admin.,married,secondary,no,31,yes,yes,telephone,28,jul,302,2,-1,0,
48,blue-collar,divorced,secondary,no,65,yes,no,cellular,14,may,146,1,370,1,failure
45,management,divorced,tertiary,no,347,no,yes,cellular,28,jan,53,1,-1,0,
33,blue-collar,married,secondary,no,86,yes,no,,19,may,364,1,-1,0,
47,blue-collar,married,secondary,no,1449,no,no,cellular,4,aug,322,1,-1,0,
66,retired,married,tertiary,no,525,no,no,telephone,16,apr,287,1,-1,0,
59,retired,married,primary,no,1245,no,no,,18,jun,205,2,-1,0,
54,blue-collar,married,secondary,no,285,yes,yes,telephone,30,jan,63,1,2,5,other
36,services,married,secondary,no,0,yes,no,cellular,16,jul,276,4,-1,0,
35,blue-collar,married,primary,no,883,yes,yes,,20,jun,18,5,-1,0,
47,housemaid,divorced,primary,no,617,no,no,telephone,29,jul,119,7,-1,0,
40,blue-collar,married,primary,no,1061,yes,no,,15,may,191,4,-1,0,
36,admin.,married,secondary,no,746,yes,no,cellular,17,nov,581,3,-1,0,
70,retired,divorced,primary,no,383,no,no,cellular,28,apr,50,2,-1,0,
34,blue-collar,married,secondary,no,332,no,no,cellular,14,may,134,2,-1,0,
30,blue-collar,married,secondary,no,975,yes,no,cellular,13,may,256,2,351,2,failure
30,blue-collar,single,secondary,no,4,no,no,cellular,15,apr,692,1,-1,0,
57,retired,married,secondary,no,-133,no,no,cellular,19,aug,197,2,-1,0,
41,technician,married,secondary,no,112,yes,no,cellular,17,nov,1081,1,131,1,failure
32,management,single,tertiary,no,84,no,no,telephone,3,dec,37,1,-1,0,
40,services,married,secondary,no,-378,yes,yes,cellular,13,may,541,1,295,6,failure
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228,1,-1,0,
35,technician,married,tertiary,no,16,yes,no,cellular,5,may,43,5,-1,0,
31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,570,2,-1,0,
37,management,single,secondary,no,1981,no,no,cellular,10,jul,140,2,-1,0,
46,blue-collar,married,primary,no,0,no,no,cellular,6,aug,178,4,-1,0,
20,student,single,,no,479,no,no,cellular,11,sep,158,2,-1,0,
53,self-employed,married,tertiary,no,217,no,no,cellular,11,aug,121,5,-1,0,
55,retired,married,secondary,no,708,yes,no,,13,may,901,2,-1,0,
32,blue-collar,single,secondary,no,1036,yes,yes,,30,may,62,2,-1,0,
59,management,divorced,tertiary,no,0,no,no,telephone,30,jul,196,3,-1,0,
53,admin.,married,primary,no,228,yes,no,,16,may,97,1,-1,0,
35,self-employed,married,tertiary,no,1987,no,no,cellular,8,aug,335,3,-1,0,
47,blue-collar,single,primary,no,159,yes,no,cellular,18,may,7,6,357,13,other
36,blue-collar,divorced,secondary,no,-11,no,no,,5,jun,152,2,-1,0,
31,blue-collar,single,secondary,no,-78,yes,yes,,23,may,198,2,-1,0,
31,management,married,tertiary,no,898,no,no,cellular,17,nov,578,1,-1,0,
56,self-employed,married,secondary,no,123,no,no,,13,may,81,1,-1,0,
41,admin.,single,secondary,no,1322,yes,no,cellular,29,jan,58,1,266,1,failure
44,blue-collar,married,secondary,no,-674,yes,no,,5,may,257,1,-1,0,
57,unemployed,married,,no,381,no,no,cellular,29,jan,126,1,-1,0,
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure
30,unemployed,married,secondary,no,1566,no,no,cellular,19,nov,73,1,-1,0,
27,blue-collar,married,secondary,no,-330,yes,yes,cellular,14,may,88,1,353,2,failure
53,services,married,secondary,no,1364,no,no,cellular,25,jul,77,1,-1,0,
34,blue-collar,single,secondary,no,39,no,no,cellular,18,jul,138,3,-1,0,
38,management,single,tertiary,no,1704,no,no,cellular,1,sep,222,1,-1,0,
45,entrepreneur,married,primary,no,2418,yes,no,,14,may,120,1,-1,0,
47,admin.,single,tertiary,no,178,no,no,telephone,5,feb,17,6,-1,0,
31,technician,married,secondary,no,28,no,no,cellular,21,aug,175,2,-1,0,
37,technician,married,secondary,no,101,no,no,cellular,17,jul,130,1,-1,0,
28,technician,single,tertiary,no,3623,no,no,cellular,3,jun,138,2,85,1,success
34,admin.,married,secondary,no,3487,yes,no,,2,jun,464,1,-1,0,
38,services,divorced,secondary,no,904,yes,no,cellular,16,apr,361,1,339,1,failure
31,blue-collar,married,secondary,no,652,no,yes,,1,jul,281,3,-1,0,
48,admin.,single,secondary,no,2091,no,no,cellular,2,feb,94,1,-1,0,
38,management,married,tertiary,no,389,yes,no,,6,may,262,1,-1,0,
63,retired,married,primary,no,1084,no,no,cellular,14,oct,201,1,183,1,success
78,retired,married,primary,no,680,no,no,telephone,24,may,838,1,89,9,failure
50,blue-collar,married,primary,no,226,yes,no,cellular,15,may,98,1,330,5,failure
30,management,single,tertiary,no,1456,yes,no,cellular,20,nov,227,1,-1,0,
27,technician,single,secondary,no,-437,no,no,cellular,4,feb,352,1,216,2,other
52,,married,tertiary,no,1618,no,no,cellular,29,jan,184,2,-1,0,
38,admin.,married,secondary,no,337,no,no,cellular,28,jul,624,4,-1,0,
44,services,married,secondary,no,1872,yes,no,,18,jun,146,3,-1,0,
26,admin.,married,secondary,no,1641,yes,no,,27,may,118,1,-1,0,
55,technician,divorced,secondary,no,61,yes,yes,cellular,25,aug,113,3,-1,0,
36,blue-collar,married,secondary,no,141,yes,no,,23,may,106,3,-1,0,
44,admin.,married,secondary,no,497,yes,no,cellular,3,feb,321,3,270,2,other
30,management,single,tertiary,no,1571,no,no,cellular,5,aug,996,2,-1,0,
23,services,single,secondary,no,105,yes,yes,,9,may,305,2,-1,0,
41,admin.,married,secondary,no,-62,yes,yes,,5,may,55,2,-1,0,
31,blue-collar,married,secondary,no,92,yes,no,telephone,29,jan,23,1,-1,0,
57,unemployed,married,secondary,no,839,no,no,telephone,19,nov,46,2,-1,0,
70,retired,married,,no,647,no,no,telephone,10,mar,152,1,348,1,failure
40,services,single,secondary,no,0,yes,no,cellular,17,apr,350,2,-1,0,
31,management,single,tertiary,no,6495,no,no,cellular,4,may,383,2,35,3,failure
45,housemaid,divorced,primary,no,221,no,no,,12,jun,93,1,-1,0,
36,services,single,secondary,no,774,yes,no,,20,may,140,1,-1,0,
38,admin.,single,,no,13,no,no,,5,jun,21,1,-1,0,
37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,74,1,14,9,failure
49,admin.,divorced,secondary,no,132,yes,no,cellular,15,may,98,1,350,1,failure
53,entrepreneur,married,,no,19850,no,no,,6,jun,86,1,-1,0,
46,blue-collar,married,primary,no,0,yes,no,,13,may,204,3,-1,0,
39,blue-collar,married,primary,no,85,yes,no,cellular,24,jul,329,1,-1,0,
33,management,married,tertiary,no,2173,yes,no,cellular,15,apr,871,1,-1,0,
49,services,married,secondary,no,486,yes,yes,,30,may,43,2,-1,0,
38,admin.,married,primary,no,0,yes,yes,telephone,25,jul,163,5,-1,0,
31,blue-collar,single,,no,-340,yes,no,cellular,30,jul,520,6,-1,0,
41,blue-collar,married,primary,no,574,yes,no,,14,may,449,2,-1,0,
38,technician,married,secondary,no,196,no,no,cellular,22,aug,252,2,-1,0,
36,technician,single,secondary,no,1521,yes,no,,16,jun,243,2,-1,0,
49,admin.,married,secondary,no,-209,no,no,,30,may,171,1,-1,0,
54,services,married,secondary,no,770,no,no,cellular,4,aug,151,1,-1,0,
37,blue-collar,single,tertiary,no,1436,yes,no,cellular,12,may,177,2,-1,0,
38,student,single,,no,722,no,no,,18,jun,65,1,-1,0,
39,management,married,tertiary,no,606,no,no,cellular,4,feb,79,1,-1,0,
30,,single,,no,6929,no,no,cellular,19,nov,341,1,-1,0,
22,student,single,secondary,no,64,no,no,cellular,4,jun,112,1,-1,0,
31,technician,married,secondary,no,503,no,no,cellular,20,nov,178,1,-1,0,
72,blue-collar,married,primary,no,4415,no,no,telephone,13,oct,120,1,-1,0,
33,management,married,tertiary,no,91,no,no,cellular,10,jul,526,1,-1,0,
24,student,single,secondary,no,423,yes,no,,5,may,226,3,-1,0,
39,management,divorced,tertiary,no,1387,yes,no,cellular,14,aug,373,2,-1,0,
55,self-employed,married,primary,no,325,no,no,cellular,26,mar,439,4,-1,0,
40,services,divorced,secondary,no,5766,yes,yes,,28,may,385,1,-1,0,
31,management,single,tertiary,no,816,yes,no,cellular,26,may,302,1,40,1,failure
39,technician,single,secondary,no,-168,no,no,cellular,4,feb,7,5,-1,0,
36,management,divorced,tertiary,no,-252,yes,no,cellular,7,may,235,2,293,1,other
34,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,
28,unemployed,single,secondary,no,434,yes,no,cellular,30,apr,257,1,-1,0,
44,management,married,secondary,no,597,yes,no,cellular,7,aug,137,2,-1,0,
37,management,married,primary,no,5427,no,no,cellular,18,nov,201,1,159,1,failure
26,unemployed,single,tertiary,no,23494,no,no,cellular,3,feb,136,1,-1,0,
44,management,divorced,tertiary,no,0,no,no,cellular,22,aug,54,2,-1,0,
19,student,single,secondary,no,424,no,no,cellular,30,jun,121,3,195,2,other
30,student,single,secondary,no,1555,no,no,cellular,2,jun,115,1,-1,0,
49,management,married,tertiary,no,2809,yes,no,cellular,27,aug,152,9,-1,0,
57,blue-collar,married,primary,no,696,yes,no,cellular,13,aug,89,6,-1,0,
31,management,married,secondary,no,625,yes,no,cellular,20,nov,136,1,-1,0,
28,management,single,secondary,no,1861,no,no,cellular,29,jan,43,2,-1,0,
55,technician,married,secondary,no,2437,no,no,cellular,4,aug,138,1,-1,0,
38,admin.,married,secondary,no,-650,no,no,,16,may,317,1,-1,0,
33,blue-collar,married,secondary,no,-260,yes,yes,cellular,17,jul,224,2,-1,0,
75,retired,married,secondary,no,1470,no,no,telephone,27,feb,49,1,-1,0,
42,blue-collar,married,secondary,no,-355,yes,yes,,5,jun,939,6,-1,0,
40,technician,married,tertiary,no,278,no,no,cellular,21,aug,55,7,-1,0,
38,admin.,married,secondary,no,46,no,no,cellular,7,aug,48,2,-1,0,
39,technician,single,,no,0,yes,no,,7,may,130,1,-1,0,
30,blue-collar,married,primary,no,145,yes,no,,7,may,299,2,-1,0,
32,services,single,secondary,no,2251,yes,yes,cellular,18,nov,131,1,124,1,failure
49,management,married,secondary,no,104,yes,no,,8,may,285,1,-1,0,
31,technician,married,secondary,no,40,yes,no,cellular,20,nov,294,2,-1,0,
39,blue-collar,married,secondary,no,7653,no,no,,11,jun,165,2,-1,0,
38,services,married,secondary,no,-349,yes,no,cellular,20,apr,111,2,328,5,failure
23,technician,married,secondary,no,8254,yes,no,,29,may,409,3,-1,0,
32,unemployed,single,primary,yes,0,no,no,cellular,21,nov,149,1,-1,0,
47,blue-collar,married,,no,1044,yes,no,cellular,12,may,208,6,371,1,failure
31,technician,married,secondary,no,659,yes,no,cellular,8,aug,135,2,-1,0,
27,services,single,secondary,no,6279,yes,no,cellular,9,nov,257,1,-1,0,
26,admin.,single,secondary,no,712,yes,no,,6,may,232,1,-1,0,
29,admin.,divorced,secondary,no,2,no,yes,cellular,29,jan,220,1,-1,0,
57,housemaid,married,primary,no,780,no,no,cellular,26,mar,94,2,-1,0,
60,technician,divorced,tertiary,no,-317,yes,no,,27,may,498,1,-1,0,
32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,feb,450,3,-1,0,
48,blue-collar,married,secondary,no,750,yes,no,,3,jun,246,5,-1,0,
71,retired,married,secondary,no,2064,no,no,cellular,9,nov,379,2,92,3,failure
46,technician,married,secondary,no,487,no,no,cellular,4,aug,432,1,-1,0,
36,technician,single,secondary,no,140,yes,no,cellular,19,aug,100,9,-1,0,
44,blue-collar,married,,no,391,no,no,,6,jun,355,4,-1,0,
60,blue-collar,married,primary,no,2147,no,no,telephone,14,may,213,1,-1,0,
39,services,married,secondary,no,93,yes,no,cellular,11,may,72,4,-1,0,
58,retired,married,secondary,no,983,no,no,cellular,5,aug,139,1,-1,0,
28,services,single,secondary,no,229,yes,no,,9,may,322,1,-1,0,
55,services,married,secondary,no,477,no,no,,19,jun,170,1,-1,0,
51,blue-collar,married,primary,no,1694,no,no,cellular,13,aug,186,2,-1,0,
49,admin.,divorced,primary,no,-347,yes,no,,26,may,200,2,-1,0,
45,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75,9,-1,0,
36,services,married,secondary,no,5024,no,no,,21,may,139,1,-1,0,
45,technician,divorced,secondary,no,299,yes,no,cellular,28,jan,368,1,-1,0,
47,entrepreneur,married,tertiary,no,1855,no,no,,20,jun,129,3,-1,0,
30,management,single,secondary,no,2143,yes,yes,cellular,18,aug,514,10,-1,0,
25,services,single,secondary,no,0,yes,no,cellular,7,may,282,1,-1,0,
39,admin.,single,tertiary,no,283,yes,no,cellular,18,nov,346,1,179,3,other
37,technician,married,tertiary,no,3043,yes,no,cellular,5,may,249,1,300,1,failure
49,blue-collar,married,,no,3096,no,no,,16,jun,147,2,-1,0,
56,entrepreneur,married,secondary,no,196,no,no,cellular,19,nov,312,3,-1,0,
54,housemaid,married,primary,no,8,no,yes,telephone,8,jul,116,2,-1,0,
54,blue-collar,married,secondary,no,153,no,no,,20,jun,7,12,-1,0,
34,entrepreneur,single,secondary,no,0,yes,yes,,21,may,394,2,-1,0,
42,management,single,tertiary,yes,0,no,yes,cellular,21,aug,384,5,-1,0,
28,admin.,married,secondary,no,242,yes,no,,17,sep,47,1,779,12,failure
79,retired,married,secondary,no,2354,no,no,telephone,7,aug,121,2,-1,0,
35,admin.,divorced,secondary,no,-402,yes,no,cellular,17,apr,46,1,-1,0,
37,blue-collar,married,secondary,no,398,yes,no,,19,may,206,1,-1,0,
41,self-employed,married,secondary,no,305,yes,no,cellular,13,may,174,2,-1,0,
28,unemployed,married,secondary,no,-353,no,yes,cellular,21,jul,299,1,-1,0,
43,management,single,tertiary,no,-56,yes,no,cellular,18,nov,146,2,151,14,failure
31,,married,secondary,no,3,no,no,cellular,20,jul,91,2,-1,0,
43,management,married,primary,no,73,no,no,cellular,2,feb,182,2,-1,0,
34,management,married,tertiary,no,4943,yes,no,cellular,17,jul,118,2,-1,0,
35,services,divorced,secondary,no,305,no,no,,9,jun,327,2,-1,0,
42,technician,married,secondary,no,29,no,no,cellular,28,aug,53,11,-1,0,
42,management,single,secondary,no,9720,no,no,cellular,5,aug,81,2,-1,0,
27,blue-collar,married,secondary,yes,-584,yes,no,cellular,7,may,411,2,-1,0,
53,retired,married,primary,no,828,yes,no,,19,jun,232,1,-1,0,
50,blue-collar,married,primary,no,156,yes,no,,7,may,117,3,-1,0,
57,technician,married,secondary,no,1144,yes,no,cellular,6,apr,41,2,-1,0,
38,services,married,secondary,no,1616,yes,no,telephone,12,may,168,5,288,3,failure
34,technician,single,secondary,no,475,yes,no,cellular,29,jul,538,8,-1,0,
39,entrepreneur,divorced,tertiary,no,208,yes,no,cellular,29,jan,81,1,240,2,failure
31,unemployed,single,secondary,no,8,yes,no,,2,jun,123,1,-1,0,
50,blue-collar,married,primary,no,811,no,no,,11,jun,103,3,-1,0,
48,management,divorced,secondary,no,122,yes,no,telephone,7,may,325,1,-1,0,
28,technician,married,secondary,no,-302,yes,no,cellular,13,may,152,4,366,3,failure
41,admin.,married,tertiary,no,1287,no,no,,16,jun,286,1,-1,0,
33,entrepreneur,married,tertiary,no,12,yes,no,cellular,12,may,137,1,-1,0,
36,admin.,married,secondary,no,2061,yes,yes,cellular,5,mar,53,3,-1,0,
34,blue-collar,married,secondary,no,0,yes,yes,cellular,7,may,175,4,-1,0,
29,blue-collar,single,secondary,no,-138,yes,yes,,8,may,271,5,-1,0,
29,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure
50,blue-collar,married,secondary,no,19,no,no,cellular,17,jul,209,4,-1,0,
41,admin.,divorced,secondary,no,220,yes,no,cellular,14,aug,142,2,88,2,failure
52,management,divorced,primary,no,92,no,yes,cellular,16,jul,469,7,-1,0,
43,self-employed,married,tertiary,no,423,no,no,cellular,14,aug,3322,2,-1,0,
34,blue-collar,married,secondary,no,187,yes,no,,12,may,379,2,-1,0,
28,self-employed,married,tertiary,no,0,yes,no,cellular,23,jul,339,4,-1,0,
43,blue-collar,married,secondary,no,1109,yes,no,,14,may,160,2,-1,0,
59,management,married,tertiary,no,0,no,no,cellular,19,aug,112,2,-1,0,
28,management,single,tertiary,no,78,no,no,cellular,28,jan,258,2,-1,0,
31,blue-collar,married,primary,no,651,yes,no,,13,may,241,2,-1,0,
42,blue-collar,married,secondary,no,0,yes,no,cellular,24,jul,149,2,-1,0,
33,services,single,secondary,no,310,yes,no,cellular,25,jul,43,7,-1,0,
44,technician,divorced,secondary,no,106,yes,no,,17,nov,17,1,175,1,failure
52,admin.,married,secondary,no,722,no,no,cellular,24,apr,60,3,-1,0,
58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,
50,services,married,secondary,no,1683,no,no,telephone,9,jul,56,1,-1,0,
35,management,single,secondary,no,83,yes,no,cellular,6,may,90,1,-1,0,
57,retired,married,secondary,no,209,no,no,cellular,14,aug,56,4,-1,0,
32,admin.,married,secondary,no,9049,yes,no,cellular,21,nov,536,1,-1,0,
52,housemaid,divorced,tertiary,no,4306,no,no,cellular,22,jul,107,2,-1,0,
36,admin.,divorced,secondary,no,592,no,no,cellular,6,jul,413,5,-1,0,
32,management,married,tertiary,no,0,no,no,cellular,27,aug,164,2,-1,0,
44,services,married,secondary,no,133,no,no,cellular,29,jan,202,3,-1,0,
38,management,married,tertiary,no,1198,yes,no,cellular,3,sep,91,3,213,1,failure
31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,
60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,
25,services,married,secondary,no,-282,yes,yes,cellular,25,jul,198,1,-1,0,
28,services,single,secondary,no,290,yes,no,cellular,18,may,128,1,-1,0,
50,blue-collar,married,secondary,no,2013,no,yes,cellular,22,jul,226,1,-1,0,
48,management,married,tertiary,no,879,no,no,cellular,19,nov,136,3,-1,0,
44,management,single,tertiary,no,0,no,yes,cellular,14,jul,289,3,-1,0,
49,technician,married,tertiary,no,80,no,no,cellular,17,jul,123,1,-1,0,
31,management,married,tertiary,no,0,yes,no,cellular,14,may,215,1,-1,0,
33,management,married,tertiary,no,741,no,no,,21,may,228,1,-1,0,
24,blue-collar,single,secondary,no,1857,yes,no,cellular,6,may,473,4,-1,0,
42,management,married,tertiary,no,255,no,no,cellular,4,aug,302,2,-1,0,
60,housemaid,married,primary,no,182,no,no,cellular,26,apr,166,5,181,5,failure
28,blue-collar,married,secondary,no,-493,yes,no,,18,jun,126,4,-1,0,
58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other
28,management,single,tertiary,no,266,no,no,cellular,8,feb,108,1,-1,0,
38,services,single,secondary,no,0,yes,no,,27,may,166,2,-1,0,
40,blue-collar,married,secondary,no,-428,yes,no,,28,may,585,3,-1,0,
38,technician,divorced,secondary,no,1559,yes,no,cellular,18,may,22,6,179,10,failure
45,blue-collar,married,primary,no,2388,no,no,cellular,11,aug,317,2,-1,0,
62,services,married,primary,no,276,no,no,cellular,14,oct,80,2,-1,0,
34,admin.,divorced,secondary,no,151,yes,no,cellular,12,may,131,1,361,1,other
31,services,single,secondary,no,11386,yes,no,cellular,20,nov,356,1,-1,0,
59,retired,divorced,primary,no,1534,yes,no,,14,may,278,1,-1,0,
27,management,single,tertiary,no,0,yes,no,cellular,5,feb,196,1,-1,0,
31,admin.,single,secondary,no,4388,yes,no,,27,may,182,2,-1,0,
30,services,married,secondary,no,271,yes,no,,15,may,365,1,-1,0,
42,management,married,secondary,no,1607,yes,no,,30,may,108,1,-1,0,
47,admin.,married,secondary,no,0,no,no,cellular,5,aug,109,4,-1,0,
55,unemployed,married,secondary,no,2489,no,no,cellular,30,jul,207,1,-1,0,
32,management,married,tertiary,no,-360,yes,no,cellular,21,jul,176,4,-1,0,
65,retired,divorced,primary,no,1840,no,no,cellular,1,sep,191,2,92,7,failure
59,retired,married,primary,no,0,no,no,cellular,19,aug,288,2,-1,0,
38,services,married,secondary,no,1,no,yes,cellular,21,nov,152,2,-1,0,
28,student,single,secondary,no,20,no,no,telephone,30,apr,455,2,-1,0,
38,services,married,secondary,no,-301,no,yes,cellular,2,feb,182,1,-1,0,
44,blue-collar,married,secondary,no,5414,no,no,cellular,30,jul,166,4,-1,0,
41,entrepreneur,married,tertiary,no,221,yes,no,,14,may,57,2,-1,0,
34,blue-collar,married,secondary,no,326,yes,yes,,15,may,150,2,-1,0,
36,blue-collar,single,secondary,no,1012,yes,yes,,6,jun,399,1,-1,0,
59,unemployed,married,secondary,no,309,no,no,cellular,28,jan,300,1,-1,0,
43,,married,primary,no,2113,no,no,cellular,29,jul,33,2,-1,0,
48,technician,married,tertiary,no,648,no,no,cellular,14,aug,85,2,-1,0,
28,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,
41,technician,married,secondary,no,-147,no,yes,,1,jul,130,1,-1,0,
50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,
41,technician,married,secondary,no,767,yes,yes,,6,may,204,1,-1,0,
60,retired,married,secondary,no,1210,no,no,cellular,11,aug,231,2,-1,0,
50,technician,married,secondary,no,315,no,no,cellular,8,aug,363,10,-1,0,
41,technician,married,tertiary,no,680,no,no,cellular,6,aug,117,2,-1,0,
39,management,single,tertiary,no,26,yes,yes,,26,may,304,4,-1,0,
37,blue-collar,married,primary,no,-212,yes,no,cellular,15,may,189,3,352,1,other
37,management,married,tertiary,no,-9,no,no,cellular,29,aug,168,2,-1,0,
32,services,single,secondary,no,545,yes,no,cellular,19,nov,194,1,-1,0,
58,self-employed,married,tertiary,no,-364,yes,no,,5,may,355,1,-1,0,
26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,other
39,entrepreneur,married,secondary,no,156,no,yes,,17,jun,76,2,-1,0,
31,technician,single,secondary,no,218,no,no,cellular,26,aug,267,4,-1,0,
36,entrepreneur,married,tertiary,no,0,yes,no,cellular,9,apr,339,1,-1,0,
30,technician,single,tertiary,no,0,yes,no,,28,may,58,1,-1,0,
50,management,married,primary,no,478,no,no,,13,may,126,5,-1,0,
55,technician,married,primary,no,1498,no,yes,,17,jun,345,2,-1,0,
52,unemployed,married,secondary,no,32,yes,no,,29,may,144,5,-1,0,
35,blue-collar,married,secondary,no,765,yes,no,,29,may,418,8,-1,0,
30,blue-collar,single,primary,no,546,yes,no,,21,may,396,1,-1,0,
36,management,divorced,tertiary,no,803,yes,no,cellular,11,may,143,4,-1,0,
37,blue-collar,married,,no,722,yes,no,cellular,17,apr,362,1,150,3,failure
43,admin.,single,secondary,no,13,no,yes,,1,jul,119,1,-1,0,
32,admin.,married,secondary,no,0,no,no,cellular,16,jul,141,7,-1,0,
52,services,married,secondary,no,2904,yes,no,cellular,15,apr,201,6,272,3,failure
39,services,married,secondary,no,-540,no,no,,6,jun,29,1,-1,0,
28,self-employed,married,tertiary,no,476,no,yes,cellular,22,jul,630,1,-1,0,
40,management,married,tertiary,no,0,no,no,cellular,18,aug,261,7,-1,0,
55,unemployed,married,primary,no,1221,no,yes,cellular,8,jul,108,1,-1,0,
41,entrepreneur,married,secondary,no,187,no,yes,cellular,21,jul,354,1,-1,0,
43,blue-collar,married,secondary,no,0,yes,yes,,29,may,242,1,-1,0,
59,retired,married,primary,no,0,no,no,cellular,22,aug,347,1,-1,0,
31,management,married,tertiary,no,3739,no,no,cellular,11,aug,117,3,-1,0,
77,retired,married,primary,no,680,no,no,telephone,27,nov,341,4,94,3,failure
30,technician,single,tertiary,no,411,no,no,cellular,21,apr,142,1,-1,0,
34,blue-collar,single,tertiary,no,42,no,no,cellular,5,aug,297,1,-1,0,
52,housemaid,married,primary,no,5137,no,no,,9,jun,199,1,-1,0,
44,blue-collar,married,primary,no,0,yes,yes,cellular,21,nov,32,2,116,3,other
35,management,single,,no,2361,no,no,cellular,9,jul,90,10,-1,0,
40,student,married,secondary,no,260,no,no,,20,jun,197,6,-1,0,
32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,
30,management,single,tertiary,no,796,no,yes,cellular,26,aug,366,13,-1,0,
39,admin.,divorced,secondary,no,1022,yes,no,,20,jun,20,3,-1,0,
35,technician,married,secondary,no,222,yes,no,cellular,14,may,165,5,177,7,failure
36,management,married,tertiary,no,1318,yes,no,cellular,7,aug,100,2,-1,0,
36,management,married,secondary,no,0,no,no,cellular,20,nov,80,1,-1,0,
32,blue-collar,married,secondary,yes,-238,yes,no,,27,may,427,1,-1,0,
41,services,married,primary,no,373,yes,no,,30,may,240,2,-1,0,
33,management,married,tertiary,no,0,no,yes,cellular,21,aug,148,3,-1,0,
47,technician,married,secondary,no,11,no,no,cellular,21,aug,184,3,-1,0,
40,management,married,secondary,yes,-1545,no,no,cellular,27,aug,70,13,-1,0,
38,management,married,tertiary,no,173,no,no,cellular,28,aug,32,8,-1,0,
31,admin.,single,tertiary,no,117,yes,no,cellular,25,may,77,1,-1,0,
46,management,married,tertiary,no,222,no,no,cellular,5,feb,92,1,-1,0,
54,admin.,married,,no,-24,no,no,telephone,28,jan,98,2,-1,0,
55,services,married,secondary,no,3546,yes,yes,cellular,31,jul,268,2,-1,0,
40,blue-collar,married,primary,no,676,no,no,,9,jun,74,1,-1,0,
30,student,single,,no,809,no,no,,2,jun,91,2,-1,0,
35,blue-collar,single,secondary,no,1239,yes,no,cellular,29,jan,112,1,195,1,failure
32,management,married,tertiary,no,141,yes,no,cellular,4,may,78,3,89,9,success
39,management,single,tertiary,no,4239,yes,no,cellular,7,may,40,1,-1,0,
30,blue-collar,single,primary,no,383,yes,no,,9,may,135,1,-1,0,
38,blue-collar,married,primary,no,0,yes,no,,8,may,732,2,-1,0,
31,admin.,married,secondary,no,8784,yes,no,,21,may,63,2,-1,0,
37,technician,married,tertiary,yes,-681,yes,yes,cellular,11,aug,280,3,-1,0,
32,management,married,tertiary,no,1041,yes,no,cellular,18,may,577,2,-1,0,
34,management,married,tertiary,no,82,no,no,cellular,31,jul,134,5,-1,0,
26,technician,single,tertiary,no,170,yes,no,cellular,10,jul,486,1,-1,0,
58,technician,married,secondary,no,8153,yes,no,,21,may,134,5,-1,0,
35,technician,married,secondary,no,580,yes,no,cellular,2,nov,180,2,171,1,failure
30,self-employed,married,secondary,no,131,yes,no,,8,may,306,1,-1,0,
37,blue-collar,married,secondary,no,1407,yes,no,cellular,21,nov,14,7,-1,0,
39,management,married,tertiary,no,3,yes,no,cellular,18,nov,341,1,-1,0,
33,blue-collar,married,primary,no,170,yes,yes,telephone,14,may,113,3,367,4,other
44,unemployed,single,primary,no,4232,no,no,,16,jun,227,1,-1,0,
45,admin.,divorced,secondary,no,1201,no,no,cellular,30,jul,652,2,-1,0,
49,blue-collar,married,secondary,no,1111,yes,yes,cellular,14,apr,104,3,-1,0,
31,blue-collar,married,secondary,no,401,no,no,cellular,14,aug,96,3,-1,0,
25,blue-collar,married,secondary,no,109,yes,no,,16,may,306,1,-1,0,
53,technician,married,secondary,no,472,yes,yes,,20,jun,325,1,-1,0,
57,entrepreneur,married,tertiary,no,1828,yes,no,cellular,19,nov,68,1,-1,0,
37,admin.,married,secondary,no,0,yes,no,telephone,15,jul,280,6,-1,0,
41,management,married,tertiary,no,2226,no,no,cellular,30,apr,179,1,-1,0,
39,technician,single,,no,75,no,no,,6,jun,26,1,-1,0,
31,technician,single,secondary,no,0,yes,no,cellular,11,may,163,1,370,1,failure
58,retired,married,primary,no,358,no,no,cellular,21,aug,396,2,-1,0,
37,admin.,single,secondary,no,31,yes,no,cellular,18,may,15,9,-1,0,
32,unemployed,married,tertiary,no,394,yes,no,cellular,14,aug,266,2,-1,0,
